User,veAEQ Balance at block 22721125,veAEQ % Owned,,Unlock Date (UTC),Lock last updated,,,
0x4b83579f001fc572c0738bae98559f2dd0fe25d4,14.8209263,0.0019,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x5c506d9b07c8af312eb86b2efdacfaa68a0028d1,14.80779443,0.0019,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x46311b532a4776a93e8c5ba069587000121ec2dc,14.2999443,0.0018,,"Thu, 01 Dec 2022 00:00:00 GMT",Wed Oct 26 2022,,,
0x66579469184d58378b4732e704b6c54439b94947,13.86808748,0.0018,,"Thu, 27 Jul 2023 00:00:00 GMT",Fri Aug 19 2022,,,
0xf1c836dd5cc554302b0f94b3b6e8eb82c14b014c,13.62161423,0.0017,,"Thu, 14 Sep 2023 00:00:00 GMT",Fri Sep 16 2022,,,
0x682802683689dab392544a1652492a1270d21b9c,13.57920041,0.0017,,"Thu, 07 Sep 2023 00:00:00 GMT",Sat Sep 10 2022,,,
0x02172442ca55e230a4e3ce1a14ae9a23cdd5a910,13.39770939,0.0017,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0xe1a35ae293839cb014e068fea968f44a9675d125,13.36396193,0.0017,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0xdc984c1484a587acd13873af6379818e91133a48,13.12661115,0.0017,,"Thu, 31 Aug 2023 00:00:00 GMT",Fri Sep 02 2022,,,
0x8df794d9dcd06a51fcdc04c988fa6a8474b2e24d,13.00728352,0.0017,,"Thu, 31 Aug 2023 00:00:00 GMT",Sun Sep 11 2022,,,
0xf34ec24c8242558d14ba8ba009114f5d8f92c48a,12.66366966,0.0016,,"Thu, 28 Sep 2023 00:00:00 GMT",Fri Sep 30 2022,,,
0x526864d9cf7d6640713a1deff87b125796e62bd8,12.61331775,0.0016,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0xf8c5be4cba98eaa3bf02e30caf8bab3aae3f6751,12.52979518,0.0016,,"Thu, 31 Aug 2023 00:00:00 GMT",Sat Sep 03 2022,,,
0x4aefac8e4404273b3286415aa943aa608059efd9,12.00141851,0.0015,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Sep 23 2022,,,
0x63150d05c0ee340c8b948a4e33d14aea717754c2,11.9128975,0.0015,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0x0b0f11fa9a96d33a0feab96fe9f0dd2d9e528649,11.42082621,0.0015,,"Thu, 07 Sep 2023 00:00:00 GMT",Sun Oct 02 2022,,,
0xa3f56e66fd79d589195d68c1aec3179c103b4842,11.41431618,0.0015,,"Thu, 30 Mar 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0x36b09cd15057cdda432a9453949e9f0d21aa44a6,11.30767336,0.0014,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x3e023b051d3b93a2d6e134ec8d490a0bb08398e5,11.1989973,0.0014,,"Thu, 29 Dec 2022 00:00:00 GMT",Sun Sep 25 2022,,,
0x0e7dc6f32630decec4f64eadef7ba63760cd0282,11.11157192,0.0014,,"Thu, 31 Aug 2023 00:00:00 GMT",Sat Sep 03 2022,,,
0xab22d95dcbb395fea3dc65673aec41a5698e74c9,11.10238377,0.0014,,"Thu, 24 Aug 2023 00:00:00 GMT",Mon Aug 29 2022,,,
0x3c44f9c61a605a32b54d7dabd7a98b5ef0d35dab,11.07909328,0.0014,,"Thu, 23 Mar 2023 00:00:00 GMT",Mon Sep 26 2022,,,
0x94e1b982b7ff8c0bd4e7b87ee55d3c2d49a59694,11.05421028,0.0014,,"Thu, 31 Aug 2023 00:00:00 GMT",Sat Sep 03 2022,,,
0x69bbbfde43c49fc50f5647223da5ef4756d78659,11.03325063,0.0014,,"Thu, 14 Sep 2023 00:00:00 GMT",Thu Sep 15 2022,,,
0xbbc0aaf3f7648a4a63d8d8960489cb491fdcb693,10.75346453,0.0014,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Aug 19 2022,,,
0xbdd8ef14cfd479fd3f0b129a8947eb7921a871aa,10.45476389,0.0013,,"Thu, 07 Sep 2023 00:00:00 GMT",Thu Sep 08 2022,,,
0xb2d25741edfe588be7179203e1d9340d2dc4831e,10.36126944,0.0013,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x49abb27e23f9f70bea99370889c0529f1fa68c94,10.05824144,0.0013,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0x37df54b93f90158f2336652b7f46d77eaa809297,10.03196911,0.0013,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0xbe248af6fbd217b1d86dcdb100e96f67d0e80b9c,9.873431015,0.0013,,"Thu, 05 Oct 2023 00:00:00 GMT",Wed Oct 05 2022,,,
0xd4213205dd3fab675bb8b4aec2c4feb2ec37ee2d,8.946284164,0.0011,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0xbd3087f59def87ffcad5a320bb7655c1071be8ea,8.84687263,0.0011,,"Thu, 08 Dec 2022 00:00:00 GMT",Thu Sep 01 2022,,,
0x823372e8fe156603f8b5a047c0f7b33eb7a3d869,8.734367606,0.0011,,"Thu, 08 Dec 2022 00:00:00 GMT",Tue Sep 06 2022,,,
0xfebe7de5a6606f04bb65900b47ebb6dc31a202e1,8.392354329,0.0011,,"Thu, 30 Mar 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0x355ba73d0b93e01cab37002f9a8849c69b4d6d84,8.33932626,0.0011,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0xd694a19978a1c55c46ee2278a812cd8d0e8afcee,8.310868942,0.0011,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0x0b6a611cbd852d25bcd02b455527cdb4bf78e6b0,8.104852675,0.001,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 25 2022,,,
0x771d1a7d23d30f9030bc607a559ce3e7496d8422,8.103624884,0.001,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0xff030e63de72f20e79b9a96965e99b8aafcde01d,8.061574057,0.001,,"Thu, 30 Mar 2023 00:00:00 GMT",Mon Sep 19 2022,,,
0x75dc5767fa685f5d6babc18cb9ecfde00a55649b,7.937766805,0.001,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 16 2022,,,
0x9ab35ea056ded6faf94c4a467b55a157360d2e83,7.802185059,0.001,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0x65fab2254d405cdc8ce255471074d58ce56787bb,7.76381211,0.001,,"Thu, 14 Sep 2023 00:00:00 GMT",Sat Sep 17 2022,,,
0x96229bd2d8d33b33ddde4fc9503c9ad6e8509e40,7.37205017,0.0009,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x43d4d014356cf17cf8a038e9a96342cde9b34b5c,7.31746275,0.0009,,"Thu, 01 Dec 2022 00:00:00 GMT",Mon Oct 03 2022,,,
0x146ae202dc85ad1e5beb48ac304a0a57d27afce3,7.216047754,0.0009,,"Thu, 24 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0xc1ad5567a835bf1277b4108384c0a77af886b0df,7.203453134,0.0009,,"Thu, 07 Sep 2023 00:00:00 GMT",Wed Oct 05 2022,,,
0x5bb6b21d3d994322ab12bf0b0d5b9da49fa8d181,7.017812397,0.0009,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0xb3c2b6d7bc87e948cf337b5f8f35df17a8daa2cf,6.857104828,0.0009,,"Thu, 24 Nov 2022 00:00:00 GMT",Fri Aug 19 2022,,,
0xe6755c6a868a99390200d6401b539232a9eb4db2,6.27677605,0.0008,,"Thu, 16 Feb 2023 00:00:00 GMT",Thu Oct 27 2022,,,
0xf6ce0ba796dcf621506129d20ee4ff5908bb9c0a,6.028115033,0.0008,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x6b6aeb6a915043ee9a54f3b702b68e90ba746f18,6.015926529,0.0008,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Aug 19 2022,,,
0xd0e24e14b36f0261f4b6f1b9ae2e7995bd1d8b03,5.981875108,0.0008,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x3f5ea41289b6fa10e5fd78ea04756a24fb24793f,5.693570829,0.0007,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0xecdfae95be6ab58d844426d8b4d3f562d3fb99d9,5.558962472,0.0007,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0xabe69aa27bffbdbf006d3918b68430c78895be53,5.518379549,0.0007,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0xecccfa3536bac6afdb78da112d8b236616ff4700,5.466582649,0.0007,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0x0df1cbd74b191aab67a0c4f1f3c2047eb251fe41,5.403297051,0.0007,,"Thu, 24 Aug 2023 00:00:00 GMT",Tue Aug 30 2022,,,
0x7be91862e1c267717f23460df5a6cfaae4e7caa3,5.264336142,0.0007,,"Thu, 07 Sep 2023 00:00:00 GMT",Thu Sep 08 2022,,,
0x857dbb0e31daa0d3fb48f151d178288ef4d33a85,5.144260477,0.0007,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Sep 07 2022,,,
0x80a249b96e4e59871fb6f07b1ad2fd9ac66f3c92,5.094732753,0.0006,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0x9038f11ee755382a0fec7bb1b69da847d3b1baee,4.944018895,0.0006,,"Thu, 24 Aug 2023 00:00:00 GMT",Mon Aug 29 2022,,,
0x796535a9922b2f714d7d1e41ec7cf20d242964dd,4.893848364,0.0006,,"Thu, 31 Aug 2023 00:00:00 GMT",Mon Sep 12 2022,,,
0xf0f31ac0cd7179c13c030ca692954dd991bb9e31,4.862789608,0.0006,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0xdc01f7282929496904d81cddb7c267489c060936,4.832205164,0.0006,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x4c47bb93d70caf8d602d8c98a4fadc02ef60555e,4.757076063,0.0006,,"Thu, 24 Aug 2023 00:00:00 GMT",Thu Aug 25 2022,,,
0x50da5095df4aa71dcd564bb9287954ffa14e4857,4.728661501,0.0006,,"Thu, 22 Dec 2022 00:00:00 GMT",Tue Sep 13 2022,,,
0xcd114ebb9c8eabaa2026160ccae56a6bd4103042,4.680958961,0.0006,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0xbd87fdad3cec221ebb4bf11f4ead250331752e17,4.614069054,0.0006,,"Thu, 31 Aug 2023 00:00:00 GMT",Mon Sep 12 2022,,,
0x3c96d9d7fc33a64b87baacb6e2bbcd23b526fdc9,4.558751115,0.0006,,"Thu, 31 Aug 2023 00:00:00 GMT",Sun Sep 04 2022,,,
0xe88084b3090b59bead13acfff476ef93a7e4cf9b,4.549394642,0.0006,,"Thu, 22 Dec 2022 00:00:00 GMT",Sun Sep 18 2022,,,
0x85eada0d605d905262687ad74314bc95837db4f9,4.410368825,0.0006,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Aug 19 2022,,,
0x4be7e634a3521fb83fcbaa947f0f86043e071cee,4.266168595,0.0005,,"Thu, 24 Aug 2023 00:00:00 GMT",Wed Aug 24 2022,,,
0xeb4321ef99c988f90134fb2cdc4181242102d552,4.046486201,0.0005,,"Thu, 21 Sep 2023 00:00:00 GMT",Fri Sep 23 2022,,,
0x0dddd7ef32e1adc892408dc903c8262070f29235,4.02782455,0.0005,,"Thu, 24 Aug 2023 00:00:00 GMT",Wed Aug 24 2022,,,
0xc25d524c5f2e2baee1d700ab148a912d827bb12b,3.979481658,0.0005,,"Thu, 31 Aug 2023 00:00:00 GMT",Tue Sep 06 2022,,,
0xe4ac2c56fbbb38db639feb066352425599eb77b8,3.925712563,0.0005,,"Thu, 01 Dec 2022 00:00:00 GMT",Tue Oct 25 2022,,,
0x25df4fe64b85b1a1dd9f76ba2f4097141ee6bd21,3.718566006,0.0005,,"Thu, 24 Nov 2022 00:00:00 GMT",Thu Sep 08 2022,,,
0x13ff91fe8475997f1e2ef53ae7973b3fdcce0426,3.695712608,0.0005,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0x6c9a31be3e9d16bf4efe7fa58d2ee166f4302e70,3.694707496,0.0005,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0x32d3749b841b39b40afeb9f8dd7ed306cb27aec5,3.622029718,0.0005,,"Thu, 01 Dec 2022 00:00:00 GMT",Thu Aug 25 2022,,,
0x893f593cf7a2f9fce2a533d4acbc1b5b09986738,3.525065484,0.0004,,"Thu, 10 Nov 2022 00:00:00 GMT",Tue Nov 01 2022,,,
0x5ca7aed8f72328fd52f1ec6d4958f201ef589e2f,3.403715573,0.0004,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0x11977f7be8538f8f6937ef567dc855a14ba16537,3.399642573,0.0004,,"Thu, 14 Sep 2023 00:00:00 GMT",Thu Sep 15 2022,,,
0x2c79807046f6fc3ca2ded46357dd3e18857fc01b,3.363111883,0.0004,,"Thu, 17 Nov 2022 00:00:00 GMT",Thu Aug 18 2022,,,
0xce3a81cfea739ff40bc894f3103596006b178d3d,3.346059086,0.0004,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0x617a94943a71e73f42657aacb8bceb96fc6b8879,3.317058221,0.0004,,"Thu, 10 Nov 2022 00:00:00 GMT",Tue Nov 01 2022,,,
0x1cfd43246750c9f755ed9a22a7e281f3aaa9cdd5,3.235120838,0.0004,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0xaa24c6793c7c0ae99760fb29b78aaf9f6f864967,3.217501976,0.0004,,"Thu, 24 Aug 2023 00:00:00 GMT",Wed Aug 24 2022,,,
0x13a5add7559cdf1c03e8f60db4daec0521a42062,3.145726998,0.0004,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x815b96ba008258cad76dfef06719b1852faa1835,2.917204382,0.0004,,"Thu, 24 Aug 2023 00:00:00 GMT",Sun Aug 28 2022,,,
0x8f81ab6a9f1ab8548756cd5a45e5df0e7ed0350d,2.755026697,0.0004,,"Thu, 08 Dec 2022 00:00:00 GMT",Mon Aug 22 2022,,,
0x4209859ae2992f581d2678392b4ac80c13d5eed4,2.75362531,0.0004,,"Thu, 17 Aug 2023 00:00:00 GMT",Wed Aug 17 2022,,,
0x97b86ce964369cd77835e7f34ce9078cdb76a7e7,2.496173322,0.0003,,"Thu, 17 Aug 2023 00:00:00 GMT",Wed Aug 17 2022,,,
0x41866c62516a53aab59bb407484c3655b28eb60c,2.459743111,0.0003,,"Thu, 29 Dec 2022 00:00:00 GMT",Sun Oct 02 2022,,,
0x2b46bf044967cd4c998ec4eaf18aeadea4a3b8c5,2.442020863,0.0003,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x43c7224d0e51f11d922075769baf752976f8147a,2.409389272,0.0003,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0x9bfd47e6b2ba20bc7e86eedf4e4d6a69f2dca869,2.396086842,0.0003,,"Thu, 10 Nov 2022 00:00:00 GMT",Mon Oct 31 2022,,,
0x2adc1f58f3893cecb2e771b3b63c1d649e5bafc4,2.274879988,0.0003,,"Thu, 16 Feb 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0xa5417fbcf7191c72b4cc18a2baa3a61d61d8389c,1.960718313,0.0002,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0xfcc582fabe08e9bd8c46779223f321d3d53f0657,1.800163549,0.0002,,"Thu, 17 Nov 2022 00:00:00 GMT",Tue Aug 16 2022,,,
0x5eb5a01b3b18dedc76f574a08368af874cb53af0,1.778039214,0.0002,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0x3ffa11acc1b21d44ddc39416f072c57e0b6ac957,1.728955526,0.0002,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0xf426af8ed35974972f973041c81ab8aaaadf010f,1.712350664,0.0002,,"Thu, 23 Feb 2023 00:00:00 GMT",Fri Sep 09 2022,,,
0x5c7ba603b73b14794dd14a5ec9c3bf3382af53cd,1.674398395,0.0002,,"Thu, 24 Nov 2022 00:00:00 GMT",Sat Aug 20 2022,,,
0x7776f23b9cd5a69d894a6bf3cc67c87cca73b90f,1.628656259,0.0002,,"Thu, 24 Aug 2023 00:00:00 GMT",Thu Aug 25 2022,,,
0x3ea52fd153bbfcbd8fe915ee598838a2a0d7ef1d,1.623721702,0.0002,,"Thu, 17 Aug 2023 00:00:00 GMT",Wed Aug 17 2022,,,
0x7515b2facbf0fedd7a47f68b4d6ad7558bce2fb7,1.489880753,0.0002,,"Thu, 01 Dec 2022 00:00:00 GMT",Fri Aug 26 2022,,,
0xb71c019f600a0dcd82eb8dc353e359a23427ad2c,1.481970024,0.0002,,"Thu, 07 Sep 2023 00:00:00 GMT",Fri Sep 09 2022,,,
0x2a6782c22129925f6c0e5939abb7b379e11c4f7d,1.469764854,0.0002,,"Thu, 05 Oct 2023 00:00:00 GMT",Fri Oct 07 2022,,,
0x861143467af3520607aabbd023675039c3cd0367,1.403438339,0.0002,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0x1fc7ba83e89bb974fe2d249dfa115a868dc864e5,1.387005865,0.0002,,"Thu, 26 Oct 2023 00:00:00 GMT",Tue Nov 01 2022,,,
0xdd9b7c83c5e85244716d4afdd96f56983c91954a,1.381206478,0.0002,,"Thu, 23 Feb 2023 00:00:00 GMT",Thu Aug 25 2022,,,
0x93c8c5e46c92d3a5001b54d01bec369262773a1f,1.28526862,0.0002,,"Thu, 29 Dec 2022 00:00:00 GMT",Thu Sep 01 2022,,,
0x30f9b6187d417821f2b352a1fc7c76547c08b8ef,1.250796455,0.0002,,"Thu, 24 Nov 2022 00:00:00 GMT",Fri Oct 21 2022,,,
0x56648e3a7ac77da7cf9c12e37cae739b1f8b551b,1.246309114,0.0002,,"Thu, 17 Nov 2022 00:00:00 GMT",Thu Aug 18 2022,,,
0x2e7d56de3a38d60d9c9cb30bbeaf32f3a3a7e19d,1.191994765,0.0002,,"Thu, 24 Nov 2022 00:00:00 GMT",Tue Sep 27 2022,,,
0x5490be7403601243d7e9a98c5139071fb66cfbac,1.157841486,0.0001,,"Thu, 17 Aug 2023 00:00:00 GMT",Wed Aug 17 2022,,,
0x76bb505aa1e1533f34317362f98c2c4b852cca1d,1.15425343,0.0001,,"Thu, 10 Nov 2022 00:00:00 GMT",Tue Oct 25 2022,,,
0x3b23b7c99a23d6ca0803f22b60921c0953a0185b,1.148195825,0.0001,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x675b6834c5c0a4610ed4421adc19b962425dac32,1.052338763,0.0001,,"Thu, 22 Dec 2022 00:00:00 GMT",Sun Sep 18 2022,,,
0x473107621be2a0736b33a6ec9cefb6dd3e5bbc92,1.031798588,0.0001,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0xd7664c12b16b659a7e743adc28d4747eacbd5523,1.017479304,0.0001,,"Thu, 16 Feb 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0x3b3f389d556acf95b011a09a0c3fd970589f039e,0.9974235584,0.0001,,"Thu, 24 Nov 2022 00:00:00 GMT",Thu Aug 18 2022,,,
0xd25f3ff4d63179800dce837dc5412dac1ba6133f,0.8610757227,0.0001,,"Thu, 13 Apr 2023 00:00:00 GMT",Sun Sep 25 2022,,,
0xb1d61fb24ae6d313414dc0ab6cd8cfc3c8052a81,0.7909030092,0.0001,,"Thu, 10 Nov 2022 00:00:00 GMT",Sat Oct 01 2022,,,
0x1555d126e096a296a5870a566db224fd9cf72f03,0.7863868277,0.0001,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 16 2022,,,
0xccc7634e22c2714e464218901d29363ceef540a6,0.7605800989,0.0001,,"Thu, 24 Nov 2022 00:00:00 GMT",Sun Aug 21 2022,,,
0x9430616ef223c59539e0a985ab72d7e0476661e4,0.6987344821,0.0001,,"Thu, 24 Aug 2023 00:00:00 GMT",Sun Aug 28 2022,,,
0xf1732885d4505bee2b00ea27546bf748cc447ea4,0.6667937302,0.0001,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x2775df2cc7b08fa2a29602332b3e4ddd7f43ae2c,0.6164649692,0.0001,,"Thu, 24 Nov 2022 00:00:00 GMT",Thu Aug 25 2022,,,
0xa0fc64bd9f0eed5e50bcd408c55d23cb2bf924eb,0.5713543362,0.0001,,"Thu, 24 Nov 2022 00:00:00 GMT",Wed Aug 24 2022,,,
0xcf9d879f03607c3d411c9449b410f3964d449730,0.5682001925,0.0001,,"Thu, 24 Aug 2023 00:00:00 GMT",Wed Aug 24 2022,,,
0x840bdc61e0ee676a32a617f27bc611b5036de1dc,0.5343062827,0.0001,,"Thu, 10 Nov 2022 00:00:00 GMT",Fri Aug 26 2022,,,
0x194697d11d1b3446d97ddb8dc9d65f14f4f9b96b,0.5228837886,0.0001,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0x1273a382f895456899eec9901d64c479d18f1750,0.5175592044,0.0001,,"Thu, 24 Aug 2023 00:00:00 GMT",Mon Aug 29 2022,,,
0x9744706728e5db4d535dbf2fe1e6a4ea6cdb1ea7,0.5144695798,0.0001,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0x8faa163cafb3686a1f92d959b9dd55761d07c355,0.506155734,0.0001,,"Thu, 16 Feb 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0x97822dd967d97b4464a9bee75d9b5f6a0145d2e1,0.4739851157,0.0001,,"Thu, 20 Jul 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0xcf8720dcfd0b62c81e376ad7ce65045f89565ccb,0.4600651885,0.0001,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0xa2734c4ec5beaea1c85e5d65da72d19ea24c29f1,0.4184484598,0.0001,,"Thu, 15 Dec 2022 00:00:00 GMT",Fri Sep 09 2022,,,
